file,has_declaration,declaration_excerpt,availability_section_found,dataset_candidates,time_mentions,sources_mentions,urls,needs_review,error
280_README.pdf,False,,True,downloaded from MoSPI | year | name in Nesstar | Back Series (Base 2012 | Current Series (Base 2012 | to items in CPI tables for 2011 | to items in the CPI tables for 2022 | year average prices | based on the real welfare | that will work as | welfare_pov_final.dta | tables.xlsx | Unit level data of HCES 2022-23 round.zip | the user needs to open the file DDI-IND-MOSPI-NSSO-HCES2223.Nesstar is contained in the unit-level data of HCES 2022-23 round.zip | level01_2022.dta,2011 | 2022 | 2011-2036 | April 2025 | 2025 | 2024 | 2013 | 2012 | 2036 | 2019,Ministry  of  Health | World  Development  Indicators | WDI | Ministry  of  Statistics | Ministry of Health | World Bank | World Development Indicators,"https://www.stata.com/products/compatible-operatingsystems/, | https://microdata.gov.in/NADA/index.php/home | https://microdata.gov.in/NADA/index.php/catalog/224/download/2548 | https://microdata.gov.in/NADA/index.php/catalog/126/download/1595 | https://microdata.gov.in/NADA/index.php/catalog/1/download/1596 | https://cpi.mospi.gov.in/TimeSeries_BackSeries_2012.aspx | https://cpi.mospi.gov.in/TimeSeries_2012.aspx | https://nhm.gov.in/New_Updates_2018/Report_Population_Projection_2019.pdf | https://databank.worldbank.org/source/population-estimates-and",False,
187_README.pdf,False,,True,"with-scores | Solutions and their unzipped version in folders (not included | datasets after | data shared by the ES team to calculate Pillar 3 Efficiency | including country names and the | at the economy level including | with Pillar 3 variables created | used for collecting | Solutions | dataset | Solutions variable presented in Excel, please search | Solutions variable names were updated in subsequent data processing to | Solution variables are documented in the corresponding Scoring Template column | WBL2024-2-0.xlsx | Historical-data---COMPLETE-dataset-with-scores.xlsx",2024 | 2023,WDI | World Development Indicators | World Bank,https://www.iso.org/iso-4217-currency-codes.html | https://www.xe.com/currencytables/?from=USD&date=2023-05-01#tablesection | https://data.worldbank.org/indicator/NY.GNP.PCAP.CD | https://wbl.worldbank.org/content/dam/sites/wbl/documents/2024/WBL2024-2-0.xlsx | https://archive.doingbusiness.org/en/doingbusiness | https://datatopics.worldbank.org/world-development-indicators/ | https://data.worldbank.org/indicator/BX.KLT.DINV.CD.WD,False,
52_README.pdf,False,,False,"Description | of progression rates of schools in the experimental sample, containing also grades which were not targeted by the | of all students from RN cre2011 to | 1. original_sample.dta | 2. master_studentlevel.dta | 3. master_schoollevel.dta | 4. master_teacherlevel.dta | 5. scores_rescaled_ProvaBrasil.dta | 6. rates_panel.dta | 7. RN_students_panel.dta | 8. RN_salaries_2016.dta | 9. Brazil_school_indicators.dta | 10. Brazil_rates.dta | 11. Brazil_ProvaBrasil.dta | 12. Brazil_IDEB.dta",2016 and 2017 | 2015 to 2017 | 2011 to 2017 | 2015-2017 | 2013 and 2017 | 2020 | 2016 | 2017 | 2015 | 2011 | 2013,World Bank | PIP | Ministry of Labour,http://portal.inep.gov.br/microdados. | http://portal.inep.gov.br/indicadores-educacionais.,False,
101_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to
use the data

used in this manuscript.",True,by the World Bank team | by the World Bank team using the | of CEQ income concepts | Property evaluations 2017.xls | Property tax collections 2017.xls | prices.xlsx | s.xls | VAT rates_for STATA.xlsx | STATA.xlsx | SUT2017-PTValues.xls | SUT2017-GzValues.xls | SUT2017-WBValues.xls | LFS-10Y-Q4-2017-E.dta | sheet of the excel file c1.xlsx | pdi_pgt.xlsx,"2016 and
2017 | Jan 2017 | Oct 2016 | Jan 2018 | Jun 2018 | Oct 2019 | Feb 2017 | May 2017 | Jun 2017 | Dec 2017 | Dec 2018 | Feb 2019 | 2017 | 2016 | 2022","World Bank | Ministry of
Finance | Statistics

Palestinian | WDI | Ministry of Finance | Ministry of
Social | Ministry of Social | Ministry of
Energy | Ministry of Energy | Ministry of
Education | Ministry of Education | Ministry of
Health | Ministry of Health | Ministry of

Spending","https://microdatalib.worldbank.org/index.php/catal | https://shaarolamiquery.customs.mof.gov.il/CustomspilotWeb/en/Cust | https://content.iospress.com/articles/statisticaljournal-of-the-iaos/sji160244.Khasib, | https://www.pmof.ps/pmof/documents/acc | https://www.pcbs.gov.ps/Downloads/book2 | https://databank.worldbank.org/source/worlddevelopment-indicators | https://www.pmof.ps/pmof/documents/accounts/a | https://www.mosa.pna.ps/en | https://www.mosa.gov.ps/programs/35.htm | https://www.worldbank.org/en/data/datato | https://www.mosa.gov.ps/msdupload/repor | https://www.amanpalestine.org/en/reports-andstudies/8909.html | https://www.mosd.gov.ps/ar/node/892 | https://eeas.europa.eu/delegations/palestin | https://ipcig.org/pub/eng/RR30_Building_S | https://reachalliance.org/casestudy/cash-transfers-in-palestine-building-blocksof-social-protection/ | https://www.worldbank.org/en/country/we | https://www.pec.ps/en | https://www.icnl.org/resources/civic | https://pdf.usaid.gov/pdf_docs/PA00TM13.p",False,
360_README.pdf,False,,True,"of World Bank Intentional homicides (for total population, males and females), iii) | int txt format from | GDP per capita | Intentional homicides | Intentional homicides, female (per 100,000 female) | Intentional homicides, male (per 100,000 male) | Women, Business and the Law | Women, Business and the Law 1 | Women, Business and the Law 2 | and components | used | page in | is publicly available in multiple formats (Stata, | API_VC.IHR.PSRC.P5_DS2_en_excel_v2_810972.xls | API_VC.IHR.PSRC.MA.P5_DS2_en_excel_v2_814323.xls",1960 to 2023 | 1971-2024 | 1960 | 2023 | 2015 | 1971 | 2024 | 2025,"World Development indicators | World Bank | World
Development
Indicators | WDI | World Development Indicators",https://databank.worldbank.org/source/world-development-indicators | https://data.worldbank.org/indicator/VC.IHR.PSRC.P5 | https://wbl.worldbank.org/en/wbl-data6. | https://wbl.worldbank.org/en/wbl-data. | https://wbl.worldbank.org/en/wbl-data,False,
149_README.pdf,False,,True,"for public distribution | comprises three | in the script (Stata Version) | for LAC High Frequency Phone Surveys 2021, Wave 2 | for HFPS wave 2 is a constructed dataset by the project team | for LAC High Frequency Phone Surveys, Wave 3 and 4 | 509_ph2w2_casos_library.dta | 509_ph2w2_ninos_0_5_library.dta | and 509_ph2w2_ninos_6_17_library.dta | HAITI_HFS21_W2.dta | hfs_2022_haiti_weighted_cases.dta | hfs_2022_haiti_weighted_children_0_5.dta | and  hfs_2022_haiti_weighted_children_6_17.dta | HAITI_HFS22_W3.dta | hfs_2023_haiti_weighted_children_0_5.dta",2021 | 2022 | 2023,"World Bank | World
Bank","https://microdata.worldbank.org/index.php/catalog/4767/get-microdata, | https://doi.org/10.48529/pm7y-dk97 | https://microdata.worldbank.org/index.php/catalog/5888/get-microdata, | https://doi.org/10.48529/dj1x-q178 | https://microdata.worldbank.org/index.php/catalog/5889/get-microdata, | https://doi.org/10.48529/96gx-7485",False,
316_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use the data used
in this manuscript.",True,attrit | in several regions of rural Malawi | explores (1) labor supply and (2) perceptions and impacts of COVID-19 via four quarterly | conducted in several regions of rural Malawi | merged_data_attrit.dta | merged_long_data.dta | merged_long_data_attrit.dta | merged_wide_data.dta | 4. These scripts will generate the tables and figures in the Excel file tables_seasonality_paper.xlsx,,,https://doi.org/10.7910/DVN/NQYOIX,True,
81_README.pdf,False,,True,Unc.xls | CF.xls,2023,OECD,,False,
209_README.pdf,False,,True,"conducted in 20 countries in the LAC region, with the findings detailed in Chapter 4 of the | are presented in Chapter 4 | of data analytics in 6 MIS) and the output folder | in  20  countries  in  the  LAC  region | comprised  seven | data was collected and stored on SurveyCTO, the platform used to administer | process | EDMIS.dta | HealthMIS.dta | HRMIS.dta | PFMIS.dta | ProcurementMIS.dta | TaxesMIS.dta | indcap_data.dta | 1.1.xlsx",,,,True,
55_README.pdf,False,,True,used for the analysis | in the same folder | TJ_data_for_ML.dta,2018,,,False,
148_README.pdf,False,,True,data | in the data availability statement of this document | data portal | included in the reproducibility package | available in this MDL website | questionnaire | in the MDL | in the reproducibility folder | dataset | on the trades of firms | for year 2013 | this website contains its respective ques | on the youths that registered and started the apprenticeship | on costs of the intervention per youth | on the firm listing in year 2021,2014-2016 | 2014-2018 | 2024 | 2016 | 2017 | 2013 | 2021 | 2014 | 2018,"World Bank | World
Bank",https://doi.org/10.48529/KFCZ-6T55. | https://doi.org/10.48529/W2SZ-D257. | https://doi.org/10.48529/766E-B621. | https://doi.org/10.48529/JA3S-0T37.,False,
72_README.pdf,False,,False,,2023,statistics public | statistics budget,,False,
361_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use the

•
data used in this manuscript.",True,"construction | dataset, School dataset, Listing dataset, Teacher dataset, and attendance extraction | data of an impact evaluation of an intervention to address | can be found in the table below | data, merged with | data | data and | Ado_survey_treatment_anon.dta | Attendance.dta",2025 | 1973 | 2000 | 2043,,https://microdata.worldbank.org/index.php/catalog/7858,False,
208_README.pdf,False,,False,Data | URL is here | gravdata_cepii.zip | gdp_pop.dta | FDI_2023.dta,December 2019 | July 2024 | January 2015 | December 2023 | 2019 | 2024 | 2015 | 2023,"World Development
Indicators",,False,
84_README.pdf,False,,False,that we downloaded from INEGI at | that interviews households for five consecutive | and another folder should be created to store the | Table 1 | We use the 2017-2021 5-year sample of the ACS to construct the final dataset ACS20172021_finalready.dta | ACS_collapsed_2008_2021.dta | dataset ENOE_2005_2018.dta | the household roster across interviews. The dataset ENOE_2005_2018.dta | The following codes use the dataset ACS2017-2021_finalready.dta | The following codes use the dataset ACS_collapsed_2008_2021.dta | The following codes use the dataset ENOE_2005_2018.dta | ACS2017-2021_finalready.dta | ENOE_2005_2018.dta,2017-2021 | 2008 to 2021 | 2017 | 2021 | 2008,,https://usa.ipums.org/usa/acs.shtml | https://www.inegi.org.mx/programas/enoe/15ymas,False,
73_README.pdf,False,,True,,,Ministry of Education,,True,
220_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use the

•
data used in this manuscript.",True,"of an impact evaluation of an app-based v/s | survey including a | can be found in the table below | consisting | that | data, | data | application_data_anon.dta | elearning_bl_fu_anon_clean.dta",2024 | 2000,World Bank,,False,
131_README.pdf,False,,True,", create 3 folders: | we use in our analysis by merging all data we imported and | base_de_dados_2010_2014.xls | base.xls | banco_dados.zip | popmunic2007layoutTCU14112007.xls | A161451189_28_143_208.csv | COPIA COMO .CSV | Ensino Fundamental - Anos Iniciais.csv | We download and work on 3 .xls | We save these 3 .xls | One .dta | GDP per capita.dta | We save this .csv | H1N1.dta",2010-2014 | 1999-2009 | 2005-2009 | 2007 and 2009 | 2024 | 2009 | 2005 | 2007 | 2010 | 2014 | 1999 | 2008 | 2019 | 2023,,https://www.ibge.gov.br. | https://www.ibge.gov.br | https://www.ib | http://www2.datasus.gov.br/DATASUS/index.php. | https://www.gov.br/inep/pt-br,False,
213_README.pdf,False,,True,,November 2023 | 2023,,https://cran.r-project.org/bin/windows/Rtools/rtools40.html,False,
210_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to
use the data used in this manuscript.",True,"in Khyber Pakhtunkhwa, Pakistan conducted | Data | only | that is created after all 3 do files are run | KP survey_raw.dta",December 2023 | February 2024 | 2023 | 2024,World Bank | statistics presented,https://microdata.worldbank.org/index.php/terms-of-use | https://microdata.worldbank.org/index.php/terms-of-use.,False,
69_README.pdf,False,,False,used for analysis | data | Component,2017 to 2021 | January 2017 | June 2021 | 2017 | 2021 | 2018,"World Bank | World
Bank",https://microdata.worldbank.org/index.php/home | https://github.com/worldbank/AFG-TUP/wiki | https://github.com/gbedoyaWB,False,
183_README.pdf,False,,False,> | Data files | Used | Enterprises with e-ecommerce sales | Analyse | Enterprises use at least one of the AI technologies | EU_data.csv | Query.xlsx | 2022.xlsx | OGHIST.xlsx,"August
2024 | October
2022 | June
2024 | July 2024 | 2024 | 2022",Eurostat | eurostat | World  Bank,https://ec.europa.eu/eurostat/ | https://data.worldbank.org/ | https://www.enterprisesurveys.org/ | https://datacatalog.worldbank.org/ | https://datahelpdesk.worldbank.org/,False,
116_README.pdf,False,,True,"owners to | and data are described below | on global excess deaths, used to create YLL | can  be | can be found inside the folder OutputData, | Citation/author | Instructions | Data availability | with information on relative levels of income, output, input and productivity, | The data for the years of schooling of older generations is from the Barro-Lee Educational Attainment Database | is explained in details in Barro and Less | for oil, natural gas | Database (USGS) for mining industries, such as copper, gold, and | of educational attainment in the world, 1950-2010, | Tables123.xlsx",1950 and 2019 | 2021 to 2027 | 2020-2021 | 2020 and 2021 | 1950-2010 | February 2023 | May 2022 | May  2022 | March 2022 | November 2023 | October 2022 | September 2023 | 2023 | 2022 | 1950,World Bank | PovcalNet | Poverty  and  Inequality  Platform | PIP | World  Bank | pip | International  Monetary  Fund | imf | WDI | IMF | World Development Indicators,https://www.who.int/data/sets/global-excess-deaths | https://www.openicpsr.org/openicpsr/project/119941/version/V | https://github.com/PovcalNet-Team/Class | https://github.com/worldbank/covid-impact-on-inequalityand-poverty/tree/main | https://pip.worldbank.org/home. | http://hdl.handle.net/10986/38114 | https://datatopics.worldbank.org/world-development | https://www.imf.org/en/Publications/WEO/weo | https://www.rug.nl/ggdc/productivity/pwt/?lang=en. | https://www.imf.org/en/Publications/WEO/Issues/2022/10/11/world-economic-outlook-october-2022. | https://www.worldbank.org/en/publication/human-capital | http://www.barrolee.com | http://data.un.org/Explorer.aspx?d=SNAAMA | https://covid19.uis.unesco.org/global-monitoring-schoolclosures-covid19/,False,
326_README.pdf,True,"We certify that the authors of the manuscript have legitimate access to and

permission to use the data used in this manuscript.",True,all_nodes_clean_coords.csv | alt_spillovers_final_bilateral.dta | BRI_RouteMerge_MasterFile.dta | bus_departures_survey_panel_R12plus.csv | bus_stop_survey_R12plus.dta | bus_swipes_per_day_wimtSample.csv | cancelled_AnyPlan_xwalk.dta | cancelled_endsars_xwalk.dta | cancelled_planNotOpen_xwalk.dta | cleanedBaselineSurveyData.csv | cleanedEndlineSurveyData.csv | cleanedWaitGameData_MainSpecFiltered.csv | cleanedWaitGameData.csv | danfo_bri_route_intersections.csv | driverSurveyDanfoRoutes_wide.dta,"June 2020 | December 2023 | June
2021 | Dec 2023 | 2025 | 2020 | 2023 | 2021 | 2022",World Bank,"https://www.google.com/covid19/mobility/index.html?hl=en, | https://jeodpp.jrc.ec.europa.eu/ftp/jrcopendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_54",False,
240_README.pdf,False,,True,with baseline monthly payments in | with baseline payments in the year 2019 restricted to block | with baseline payments in the year 2019 | to estimate the spillover and total effects | payment-rate-Oct2020-levels-treated-subgroups | payment-rate-Oct2020-TE-subgroups | payment-rate-Oct2020-levels-untreated123 | payment-rate-Oct2020-TE | payment-rate-diff-treated3-notitle | payment-rate-diff-treated3-abovep50-notitle | payment-rate-diff-treated3-belowp50-notitle | containing treatment intensity for buffers | is an illustration | Exposure distribution (share of treated units around pure control | payment rates for pure controls as a function of exposure,October 2020 | September 2020 | 2024 | 2019 | 2020,statistics in,,False,
264_README.pdf,False,,True,"with 1000 bins per country | with 1000 bins per country for 2020 (Mahler et al | and Growth Incidence Curves, 1990-2019 | ssp.dta | projections_global_2050.dta | GDP_GEP202406.dta | CLASS_FY24.dta | Population_202409.dta | PIP_countries_202409.dta | GlobalDist1000bins_1990_2024_3pr24.dta | GlobalDist1000bins_2024_3pr24.dta | GlobalDist_1000bins_MYLjan25_limitedvars.dta | GDP_GEP202406_app.dta | DistributionNeutralProjection_2025_2050.dta | DistributionNeutralProjection_2025_2050_w1990.dta",1990-2019 | 2025 to 2050 | 2019 and 2020 | 2025-2050 | June 2024 | April 2024 | September 2024 | 2025 | 2024 | 2020 | 2022 | 1990 | 2019 | 2017 | 2016,World Bank | Poverty and Inequality Platform | pip | PIP,,False,
138_README.pdf,True,"We certify that the author(s) of the manuscript have legitimate access to and permission to use
the data used in this manuscript.",True,assessing attitudes toward the chatbot and | reproducibility_data.dta | Table X.xls | Table 2.xls | Table 3.xlsx | Table 4A.xls | Table 4B.xls | Table 5.xlsx | Table 6A.xls | Table 6B.xls | Appendix E.xlsx | Appendix G.xlsx | Appendix J1.xls | Appendix J2.xls | Appendix J3.xls,2023 | 2022 | 2021 | 2020,World Bank | Ministry of Health,,False,
21_README.pdf,False,,False,obtained through the NBER | PHR_MSA_County_masterlist.xlsx | map_data_database.dta | map_data_coordinates.dta | sf12010zcta5distance25miles.dta,2021 | 2017 | 2010 | 2015 | 2018 | 2013 | 2012,Department of State,https://www.resdac.org/research-identifiable-files-rif-requests. | https://resdac.org/cms-data/files/max-ip/data-documentation | https://resdac.org/cms-data/files/max-ot/data-documentation | https://resdac.org/cms-data/files/max-rx/data-documentation | https://resdac.org/cms-data/files/max-ps/data-documentation | https://www.hcup-us. | https://www.ibm.com/ | https://www.ibm.com/products/micromedex-red-book. | https://www.dshs.texas.gov/chs/info/info_ | https://www.census.gov/geographies/reference-files/ | https://www.census.gov/geographies/mapping-files/ | http://www.nber.org/data/zip-code-distance-database.html | https://www.medicaid.gov/,False,
128_README.pdf,False,,False,Data | combines the following three datasets (all | is a product of the Zambia Informal and Sector Enteprise Survey and cannot | and by running the code. This will use the intermediate dataset Data.dta | file should be named Zambia-2019-full data.dta | file should be named ZambiaMicro-2019-full data-long form.dta | ZambiaInformal-2019-full-data-long-form.dta | ZambiaInformal and Micro-2019-full.dta | a. Productivity.dta | SquareDensity.dta | squareid.dta | b. NTL.dta | c. Altitude.dta,July 2022 | 2024 | 2022 | 2019,World Bank,https://microdata.worldbank.org/index.ph | https://microdata.worldbank.org/ | https://login.enterprisesurveys.org/ | https://www.arcgis.com/home/item.html?id=edabcbb5407547f5bc883018eb6e7,False,
269_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use the data used in
this manuscript.",True,"on Agricultural Productivity and Welfare in SubSaharan Africa | dataset, which consists of four datasets with different levels of observation | must first download raw data",,World Bank,https://documents.worldbank.org/en/publication/documentsreports/documentdetail/099422411182437399/idu199b0eff41783d144c71bf48140c83ca123a0,True,
193_README.pdf,False,,True,"1  data\Master.dta, | and its components are sourced from the OPHI homepage | Filename | years | Master.dta | Table_6_Trends_Over_Time_MPI_2023_2.xlsx | API_NY.GDP.PCAP.KD_DS2_en_excel_v2_6526226.xls | wiid-data.xlsx | Historical income groups.xlsx | OGHIST.xlsx | income groups.xlsx | global_productivity.dta | Global-Productivity-Aggregate-Database.dta and renamed it global_productivity.dta | c.xls | i.xls",November 2023 | August 2014 | 2021 | 2018 | 2022 | 2024 | 2015 | 2023 | 2014,"University  of
Oxford | World  Bank | World
Development Indicators | World Bank | World  Development
Indicators | statistics
Table | University  of  Oxford",https://ophi.org.uk/global-mpi/2022#paragraph--3083 | https://data.worldbank.org/indicator/NY.GDP.PCAP.KD | https://www4.wider.unu.edu/?ind=1&type=ChoroplethSeq&year=70&byCountry= | https://datahelpdesk.worldbank.org/knowledgebase/articles/906519-worldbank-country-and-lending-groups | https://doi.org/doi:10.1596/978-1-4648-1608-6 | https://www.worldbank.org/en/research/publication/global-productivity | https://data.worldbank.org/indicator/NE.CON.TOTL.KD | https://data.worldbank.org/indicator/NE.GDI.TOTL.KD | https://data.worldbank.org/indicator/NE.CON.GOVT.KD | https://data.worldbank.org/indicator/NE.EXP.GNFS.KD | https://data.worldbank.org/indicator/NE.IMP.GNFS.KD | https://data.worldbank.org/indicator/SP.POP.TOTL | https://data.worldbank.org/indicator/NY.ADJ.DKAP.GN.ZS | https://data.worldbank.org/indicator/NY.ADJ.DCO2.GN.ZS | https://data.worldbank.org/indicator/NY.ADJ.DPEM.GN.ZS | https://data.worldbank.org/indicator/NY.ADJ.DRES.GN.ZS | https://data.worldbank.org/indicator/NY.GNP.MKTP.KD | https://data.worldbank.org/indicator/NY.GDP.TOTL.RT.ZS?view=chart | https://blogs.worldbank.org/en/opendata/green-growth-more-effective-reducing-poverty-graygrowth,False,
293_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to
use the data used in this manuscript.",True,datasets - demographics | that contains demographics information of the | datasets | that | KDRDIP_supplementary baseline household survey datasets.dta,2025,World Bank,,False,
290_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use the data
used in this manuscript.",True,"is commercially available | of GTAP database, please contact Senior Economist Maryla Maliszewska in ETIRI, | executed through World | is obtained under the contract between | of GTAP database, please go to this website | is obtained from the authors of Direct | website | at country level and USD | providing imports of reporting | that provides CO2 emission | that provides 2017 output and | 1.  Gatun Lake Water Level History.xlsx | Dashboard_rawdata.xlsx | GHG_EI_CBAM.dta and trade ouput.dta | WITS_HS2017_Bilateral_2022.xlsx",2025 | 2024 | 2022 | 2012 | 2016 | 2023 | 2017 | 2015,"World Bank | World
Bank | WDI | IMF | imf",https://evtms-rpts.pancanal.com/eng/h2o/index.html. | https://wits.worldbank.org/WITS/WITS/AdvanceQuery/RawTradeData/QueryDefinition.aspx?P | https://www.gtap.agecon.purdue.edu/databases/pricing.asp | https://databank.worldbank.org/source/worlddevelopment-indicators | https://www.imf.org/en/Publications/WEO/weo-database/2024/October/select-country-group | https://carbonpricingdashboard.worldbank.org/ | https://datatopicsqa.worldbank.org/dta/dashboard.html | https://www.apec.org/meeting-papers/leadersdeclarations/2012/2012_aelm/2012_aelm_annexc. | https://wwwstg.worldbank.org/en/programs/trade-exposure/direct-and-indirect-tradeindicators/eora | https://worldmrio.com/countrywise/,False,
215_README.pdf,False,,True,United Nations - | Cluster | Datasets and | i.  Convert the file 10-14_school.dta | i.  Convert the file 10maps_data.dta | E.xlsx | popudata.dta | Conversion.xls | 21.dta | AGEP_Round4.dta | AGEP_Sample.dta | ALE.xlsx | _MALE.xlsx | ADO_Volet_2_clean.dta | INDIVIDU_Volet_2_clean.dta,1971-2024 | 2023 | 1971 | 2024 | 2017,United Nations | World Bank,https://population.un.org/,False,
276_README.pdf,False,,True,"governance capacity (from Spijkers et al | we are not able to include in this repository, either in raw or | data used in our | can be found at https | s terms and conditions, which are subject to change at any time | you are using is the | bix_world_ifo_380_index.csv | errdap_sst.csv | errdap_chl.csv | global_grid.csv | gfw_static_spatial_measures.csv | oceans.csv | gfw_fishing_by_pixel_year.csv | remss_wind.csv",2020 | 2017 | 2023 | 2021 | 2014 | 2018 | 2016,statistics included | World Bank | statistics necessary,https://rstudio.github.io/renv/articles/renv.html | https://github.com/ropensci/targets | https://bunkerindex.com/ | https://bunkerindex.com/terms,False,
158_README.pdf,False,,True,"from the RawData | from the | Survey | is accessible for download via the following link | corresponds to the | data specifically focused on adults from the | is currently undergoing the cleaning process under the | used for constructing tables and figures | Survey section | used for constructing tables and figures for the | data is private as the Bangladesh Country Office directly provided it | Survey - Baseline and Follow-up | Survey data (both baseline and follow-up) was provided directly by the Bangladesh | Survey - Baseline, 2019 | CoxsBazarBase.dta",November 2023 | 2023 | 2019,,,False,
124_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission
to use the data used in this manuscript.",True,of code to reproduce tables and figures | https | fintech_africa3.csv | it_colombia.csv | fintech_brazil_bottom.csv | it_egypt.csv | fintech_brazil_top.csv | it_keghaug.csv | fintech_london_bottom.csv | it_london_bottom.csv | ecommerce_africa1.csv | fintech_london_top.csv | it_london_top.csv | ecommerce_africa2.csv | fintech_mexico.csv,2023 and 2024 | 2023 | 2021 | 2005 | 2024,"World Development Indicators | World
Development
Indicators | wdi | World Bank",https://data.crunchbase.com/docs/licenseagreement#enterprise-access-advanced | https://pitchbook.com/contentlicense-agreement | https://pitchbook.com/ | https://www.crunchbase.com/ | https://www.ilo.org/ilostat-files/WEB_bulk_download/html/bulk_indicator.html,False,
85_README.pdf,False,,True,files are redacted from the replication package to respect confidentiality agreements with data | files into the appropriate | from two sources - Economic Research Forum (ERF),,World Bank,https://www.erfdataportal.com/index.php/catalog,True,
304_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and
permission to use the data used in this manuscript.",True,"This dataset maps the coverage of 52 selected policy | captures the | This database provides detailed information on the | covers the stated objectives and substantive commitments, | represents the most comprehensive effort in terms of the coverage of | at the | WBG_IncomeClassification_FY24.dta | APEC.xlsx | 01b.zip | country_codes_V202401b.csv",1958 and 2023 | 1994-2007 | May 2024 | 2017 | 2024 | 2012 | 1958 | 2023 | 2020 | 2010 | 1994 | 2007,"World Bank | World
Bank | OECD | UNCTAD",https://datacatalogfiles.worldbank.org/ddh | https://datatopics.worldbank.org/dta/index.html | https://www.apec.org/meeting-papers/leaders-declarations/2012/2012_aelm. | https://datahelpdesk.worldbank.org/knowledgebase/articles/906519 | https://www.apec.org/meeting-papers/leaders | https://www.cepii.fr/DATA_DOWNLOAD/baci/legacy/202401b/BACI_HS07_V2024,False,
170_README.pdf,True,"We certify that the author(s) of the manuscript have legitimate access to and permission to use
the data used in this manuscript.",True,"experiments using Facebook | experiments using social media in 23 | is recorded per Facebook account and discards responses that deviate | was conducted via chatbot | before | modules | is a survey of attitudes toward science | with over 140,000 people in more than 140 countries | are measured at the individual level, | indicators | Directly from | moderator_individual_level.dta | Summary_country.xlsx | Tunisia_w3_raw.dta | Tunisia_w2_raw.dta",January 2021 | June 2022 | May 2022 | 2024 | 2021 | 2022 | 2014 | 2018 | 2011 | 2008 | 2012 | 2000,World Bank,,False,
192_README.pdf,False,,True,"constructs the analysis file | Data | to generate | name | Name of data files | month, sector  - | dataset.dta | classification.dta | API_NY.GDP.PCAP.KD_DS2.xlsx | Internet_usage.dta | Secure_servers.dta | nment.xlsx | Remote_labor_isic.dta | Sector_categories.xlsx",Jan 2020 | Sep 2020 | 2024 | 2015 | 2022 | 2021 | 2020 | 2019,"World Bank | World
Development
Indicators",http://barrolee.com/,False,
31_README.pdf,False,,False,subfunctions | of incumbent and new-applicant teachers in study schools | containing estimates of value added | Applicants.dta | Applications.dta | and  .csv | Assessments.dta | GradeSubjectStreams.dta | MarketAdjacencyMatrix.csv | tA.dta | tA0.dta | tE.dta | tE0.dta | TeacherInputs.csv | TeacherPanel.dta,2000 | 2017,statistics are | statistics on | statistics using | statistics as,https://microdata.statistics.gov.rw/index.php/catalog/81.,False,
71_README.pdf,False,,True,for the analysis step | by following the next steps | to build the indicator | Dataset 2021 | Global Financial | The Global Findex | GDPpcgrowth-Jan2020June2020 | Dataset 2021 (login | Inputs/  True | separately | creates the final dataset db_2023_09.dta | Replication Code folder. Please check these files to see how the final dataset db_2023_09.dta | Coun_class_2021.xlsx | 2.  The downloaded file name is OGHIST.xlsx | Coun_Class_2021.xlsx,"1990-2021 | January
2020 | June 2020 | January 2020 | November 2021 | December 2020 | 2023 | 2020 | 2021 | 1990","World Bank | World

Bank | World Development
Indicators | World
Bank | World Development Indicators",https://www.worldbank.org/en/publication/global-economicprospects#downloads,False,
132_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use

the data used in this manuscript.",True,"Experiment  in  El | methods by age and sex, we stratified the selection of the working  age household members by | instrument included up to 18 modules (see LINK to access the questionnaire) | data procured by | used for the analysis | using EHPM for | EHPM | list | modules | Table1.xls | 2022.sav | all_sections.dta | EHPM 2022.sav | Table1.xlsx | Table2.xlsx",October 2022 | 2022 | 2007 | 2021,World Bank | Department of San | World  Bank,https://doi.org/10.5281/zenodo.7293838,False,
51_README.pdf,False,,False,from the Ministry of Labor | on employees of registered firms from the Brazilian | a.  Baseline_NaN_RAIS.dta | b.  Followup_Survey_RAIS.dta | c.  SEBRAE_Services.dta | a.  Table_1.xlsx | c.  Ftest_d_service_c.xls | d.  Ftest_d_material_c.xls | e.  Table_6.xlsx,2022 | 2018 | 2015 | 2019,Ministry of Labor | statistics shown,,False,
41_README.pdf,False,,False,Construct | from the,,,,True,
23_README.pdf,False,,False,included professional level staff and directors or heads of federal | Ethiopia_Civil_Servants_data_public.dta,June 2020 | September 2016 | 2020 | 2016,"World
Bank | Bureaucracy Lab | Ministry of Public | Civil Service Commission",,False,
